id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
18674,Huge flat for 8 people close to Sagrada Familia,71615,Mireia And Maria,Eixample,la Sagrada Família,41.4042,2.17306,Entire home/apt,121,1,21,2019-10-11,0.23,19,47,0,HUTB-002062
23197,Forum CCIB DeLuxe★Spacious &Elegant★Large Balcony,90417,Etain (Marnie),Sant Martí,el Besòs i el Maresme,41.41291,2.22063,Entire home/apt,220,4,52,2019-12-15,0.74,2,86,0,HUTB-005057
32711,Sagrada Familia area - Còrsega 1,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40566,2.17015,Entire home/apt,144,2,63,2019-09-06,0.60,3,85,0,HUTB-001722
34981,VIDRE HOME PLAZA REAL on LAS RAMBLAS,73163,Andres,Ciutat Vella,el Barri Gòtic,41.37978,2.17623,Entire home/apt,181,4,156,2020-03-11,1.55,2,136,7,HUTB-001506
35379,Double 04 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39036,2.15274,Private room,41,2,358,2021-07-21,4.01,4,193,41,Exempt
35388,Single 01 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39065,2.15196,Private room,31,2,309,2019-10-01,3.45,4,193,50,
35390,Single 02 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39047,2.15263,Private room,31,2,310,2021-07-29,3.57,4,193,36,Exempt
35392,Double 03 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39082,2.15078,Private room,46,2,260,2020-03-14,3.31,4,193,28,Exempt
36763,In front of the beach,158596,Ester,Ciutat Vella,la Barceloneta,41.38043,2.19094,Private room,36,2,81,2019-08-21,1.31,1,242,8,
40983,Classical loft close to pedrera!,177617,Joaquin,Eixample,la Dreta de l'Eixample,41.39631,2.16832,Entire home/apt,43,2,190,2021-10-07,1.56,6,76,29,HUTB-001282
46153,CHIC SANT PERE ★NO SHARING ★GREAT LOCATION ★,90417,Etain (Marnie),Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38866,2.17839,Entire home/apt,28,128,3,2021-04-30,0.02,2,257,1,Exempt
49968,Sagrada Familia area - Còrsega 2,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4057,2.17016,Entire home/apt,144,2,43,2019-08-18,0.74,3,162,1,HUTB-001723
61444,Bright apartment - Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.3897,2.16396,Entire home/apt,105,2,54,2020-03-01,0.65,4,238,3,HUTB-005863
68547,two beds with private shower 30% off,340570,Atún,Ciutat Vella,el Barri Gòtic,41.38072,2.17811,Private room,49,31,93,2021-08-10,1.41,2,337,3,
71520,Charming apartment with fantastic views!,366428,Ariadna,Gràcia,Vallcarca i els Penitents,41.41837,2.13419,Entire home/apt,250,5,1,2011-06-23,0.01,1,363,0,HUTB-007966
71553,Unique  Promotion   penthouse by Sagrada Familia,366654,Watermen Barcelona Apartments,Eixample,el Fort Pienc,41.3974,2.17682,Entire home/apt,100,2,58,2017-05-08,0.68,3,353,9,HUTB-002424
72436,Lugaris Beach Business Apartment,375625,Xavier,Sant Martí,el Poblenou,41.39909,2.20733,Entire home/apt,171,1,450,2021-09-29,6.49,6,154,116,HUTB-000173
73455,RAMBLAS FAMILY APARTMENT,383697,Anna,Ciutat Vella,el Raval,41.38422,2.16701,Entire home/apt,133,2,124,2021-08-02,1.53,8,324,7,HUTB-001779
73683,Sagrada Familia area for 12 people,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40554,2.17017,Entire home/apt,309,2,164,2019-07-26,1.73,3,101,0,HUTB-001722
73693,Huge family apt with patio: Central (HUTB-005825),297545,Anil,Sants-Montjuïc,el Poble Sec,41.37315,2.1665,Entire home/apt,65,2,49,2020-01-03,0.71,4,304,0,hutb-005825
73700,Centrally located budget apartment (HUTB-005832),297545,Anil,Sants-Montjuïc,el Poble Sec,41.37335,2.16165,Entire home/apt,65,2,90,2019-11-10,0.81,4,233,6,hutb-005832
75003,130. Hércules Pequeño 41,396363,Alcambarcelona,Eixample,la Sagrada Família,41.40399,2.17802,Entire home/apt,138,2,21,2019-05-17,0.59,98,334,0,HUTB-001363
75411,Sagrada Familia Clot Patio - Wifi/Private/Clean,400154,Mireia,Sant Martí,el Clot,41.40825,2.18729,Entire home/apt,115,3,39,2019-03-18,0.33,9,188,9,HUTB-000083
80004,Parc Montjuic HUTB-004026 58,431839,Xavier,Sants-Montjuïc,el Poble Sec,41.37188,2.16656,Entire home/apt,107,4,130,2019-10-06,1.06,1,67,3,HUTB-004026
89756,"bcn-rentals ramblas  nº 1, just 10 min to Ramblas",488117,David Y Maria,Ciutat Vella,el Raval,41.37815,2.16894,Entire home/apt,271,6,17,2016-11-29,0.20,6,312,1,HUTB-013579
95719,Lovely room  in the heart of Barcelona with A/C,509260,Dalila,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3839,2.18011,Private room,70,4,234,2019-10-20,2.32,2,365,2,
97529,CENTRAL  FURNISHED 1 ENSUITE BEDROOM APARTMENT,497450,Francesc,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40913,2.16503,Entire home/apt,35,32,65,2015-05-05,0.62,1,252,1,
107437,Beautiful villa surrounded  of forest in Barcelona,556626,Cristina,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42864,2.09159,Entire home/apt,166,3,69,2020-03-15,1.19,2,271,7,HUTB-009025
110041,002. Alió 2 Apartment,396363,Alcambarcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40271,2.16646,Entire home/apt,139,2,30,2021-09-19,0.79,98,326,3,HUTB-003671
110098,023. Gignàs Gótic Apartment,396363,Alcambarcelona,Ciutat Vella,el Barri Gòtic,41.38126,2.1801,Entire home/apt,144,2,60,2021-08-16,1.12,98,297,28,HUTB-000363
112538,✨Design Apt near Sagrada Familia / Shared terrace✨,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,140,4,82,2017-05-01,0.98,19,24,2,HUTB-000333
117010,✨Spacious Flat near Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40647,2.17457,Entire home/apt,220,2,35,2016-06-07,0.37,19,0,0,HUTB000331
118228,✨Bright apt views Sagrada Familia / Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,60,2,15,2016-07-21,0.19,19,30,0,HUTB-000328
128463,Private Suite in residential area!!,635253,Sebastian,Sants-Montjuïc,Sants,41.37155,2.13664,Private room,38,3,296,2021-10-10,2.53,1,316,14,HUTB-012603
130227,Spacious Room with Pool and Terrace,641496,Dolors,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40646,2.21282,Private room,80,1,107,2019-12-02,1.18,1,344,1,Exempt
135513,APARTMENT AT RAMBLA POBLE NOU AND BEACH,664196,Teresa,Sant Martí,el Poblenou,41.39841,2.20613,Entire home/apt,80,2,131,2019-06-22,1.19,1,332,4,
136670,"double Room -UPC, ESADE, Barça, Real Club Tennis",610674,Maria,Les Corts,Pedralbes,41.38832,2.12201,Private room,55,30,128,2019-06-03,1.26,5,74,0,
138055,🌞Apt best views of Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,250,3,85,2017-07-08,0.69,19,22,3,HUTB000329
142121,You clean Barcelona Refuge 2 of 2,620454,Reinhard,Ciutat Vella,el Barri Gòtic,41.38062,2.17465,Entire home/apt,44,31,27,2014-05-13,0.33,3,0,0,
147275,1 Room INDIVIDUAL in Barcelona,711907,Antuan,Horta-Guinardó,el Guinardó,41.42318,2.17501,Private room,15,4,102,2019-07-14,1.31,1,330,4,Exempt
153376,Single room. central and quite,737399,Omar,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38792,2.17768,Private room,65,2,7,2019-09-25,0.26,1,1,0,
154437,Charming room  Diagonal wifi 100 Mb,474355,Annais,Eixample,l'Antiga Esquerra de l'Eixample,41.39202,2.15101,Private room,33,15,85,2020-02-22,0.98,1,96,5,Exempt
162091,✨Cosy Apt near Sagrada Familia / Shared terrace✨,567180,Sandra,Eixample,la Sagrada Família,41.4064,2.17449,Entire home/apt,165,1,41,2016-12-27,0.36,19,14,0,HUTB000326
163536,Cosy design apartment trendy  Born 5 bed 2bathroom,713364,Horacio,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38673,2.18387,Entire home/apt,223,15,26,2015-08-29,0.28,2,365,0,
171646,Sagrada Familia Clot Atico - Wifi/Private/Clean,400154,Mireia,Sant Martí,el Clot,41.40696,2.18711,Entire home/apt,110,3,44,2020-01-02,0.43,9,68,0,HUTB-004663
171816,Sagrada Familia Clot Vista - Wifi/Private/Clean,400154,Mireia,Sant Martí,el Camp de l'Arpa del Clot,41.40828,2.18622,Entire home/apt,125,3,10,2019-06-28,0.26,9,107,0,HUTB-004664
174382,🌟Central Flat near Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.17455,Entire home/apt,156,2,6,2016-10-24,0.09,19,13,0,HUTB000327
179619,Affordable Barcelona for you!,860071,Joan,Sants-Montjuïc,la Bordeta,41.36969,2.13619,Private room,27,3,50,2017-07-16,0.45,2,0,0,Exempt
186540,Fully equipped loft near Sagrada Familia,896554,Josep Lluís,Sant Martí,el Clot,41.41076,2.19078,Entire home/apt,36,32,12,2019-03-03,0.19,1,20,1,
188267,"SPECIAL OFFER!!!  Platuinm flat Balconies ,center",366654,Watermen Barcelona Apartments,Eixample,la Dreta de l'Eixample,41.39368,2.17614,Entire home/apt,246,2,84,2021-08-22,0.98,3,80,3,hutb-005119
190348,Apartment with large terrace,919480,Elisa,Les Corts,Pedralbes,41.39009,2.12588,Private room,46,7,1,2016-06-09,0.02,1,0,0,
196021,"Large patio, 3 en-suite baths, 19th cent, central",953719,Julia,Eixample,l'Antiga Esquerra de l'Eixample,41.38796,2.15946,Entire home/apt,150,4,274,2021-09-12,2.84,1,257,9,HUTB-506707
196196,✨Large Apt near Sagrada Familia / Shared terrace✨,567180,Sandra,Eixample,la Sagrada Família,41.4066,2.17459,Entire home/apt,172,2,92,2020-03-11,0.75,19,7,0,HUTB-000325
197267,Cozy Studio in Gracia Neighborhood,632830,"M Angeles, Federico",Gràcia,la Vila de Gràcia,41.40523,2.15187,Entire home/apt,28,31,346,2020-02-25,2.97,3,199,3,HUTB01295238
198958,STUNNING sea view + pool Barcelona!,971768,Akira,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40805,2.21487,Entire home/apt,332,2,64,2021-07-12,0.70,9,83,4,HUTB-000926
199794,Centric Double Room Private Bathroom,440825,Teresa,Eixample,l'Antiga Esquerra de l'Eixample,41.38336,2.15853,Private room,38,1,105,2019-09-09,1.11,1,308,10,Exempt
206122,Amazing Loft in BCN Center,1013855,Alejandro,Gràcia,la Vila de Gràcia,41.39877,2.15887,Entire home/apt,172,3,171,2020-02-04,1.87,2,99,0,HUTB-004315
206167,"Bright, comfy, central and with character",1014050,Minerva,Sants-Montjuïc,el Poble Sec,41.37406,2.16524,Entire home/apt,87,3,95,2021-08-01,0.82,1,300,6,HUTB-009804
209673,Sweet Apartment in Gràcia district!,1033366,Elena,Gràcia,la Vila de Gràcia,41.39895,2.15742,Entire home/apt,70,2,258,2019-12-28,2.51,1,292,2,HUTB-010932
216699,SUPER CENTRAL CUTE DOUBLE ROOM+TERRACE!,1118232,Fran,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38484,2.17796,Private room,42,3,288,2019-04-15,2.51,1,0,0,
228638,Dble room in BCN with yoga shala,1190018,Maria Y Lucas,Gràcia,Vallcarca i els Penitents,41.41153,2.14695,Private room,40,2,18,2013-07-18,0.16,1,102,0,
234375,ATTIC VIEWS SAGRADA FAMILIA,1227290,Francesca,Eixample,el Fort Pienc,41.39918,2.1752,Entire home/apt,97,11,53,2020-06-30,1.01,1,92,4,HUTB-003754
238266,RURAL HOUSE IN THE HEART OF BARCEL!,1249627,Bel,Gràcia,la Vila de Gràcia,41.40192,2.15711,Private room,53,1,110,2016-05-16,0.96,1,364,0,
238703,☆Comfy central Flat Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,159,2,67,2021-06-20,0.77,19,12,4,HUTB000330
239821,"APARTAMENT BCN MIRALL, in the best neighborhood",1257705,José Luis,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39653,2.1442,Entire home/apt,175,2,27,2016-07-09,0.33,3,221,0,HUTB-005673
242335,Barceloneta Beach Apartment - FOR SEASON,15884961,Enjoy,Ciutat Vella,la Barceloneta,41.38295,2.18791,Entire home/apt,64,33,4,2015-12-21,0.04,9,315,0,Monthly rental only
250016,"Excellent - 3 bedrooms, 2 bathrooms - Gothic",1310304,Luis,Ciutat Vella,el Barri Gòtic,41.38732,2.17367,Entire home/apt,65,50,4,2019-12-08,0.20,64,283,0,
252232,Nice apartment with POOL BARCELONA,1298586,Kristjan Y Ana,Sant Martí,Sant Martí de Provençals,41.41626,2.20149,Entire home/apt,88,2,118,2019-03-19,1.06,6,50,4,HUTB-009465
255195,Lightly apartment with balcony to Las Ramblas,1310304,Luis,Ciutat Vella,el Raval,41.38151,2.17187,Entire home/apt,33,60,20,2019-12-15,5.94,64,318,3,
256354,room in cosy flat....,1348378,Lidia,Sarrià-Sant Gervasi,el Putxet i el Farró,41.41269,2.13924,Private room,27,7,57,2019-05-17,0.52,2,255,7,
256677,Barcelona Center!The Gothic Area,1350468,Petrutz,Ciutat Vella,el Barri Gòtic,41.3801,2.17693,Private room,60,3,158,2020-02-23,1.42,1,364,2,
256982,Centric spacious nostalgic Room,1352184,Jasmin,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38406,2.17926,Private room,45,5,118,2021-09-24,1.51,1,301,10,
264125,Sagrada Familia 5' Metro WIFI fibre DISINFECTED,1377744,Esther & Gemma,Eixample,la Sagrada Família,41.41058,2.17599,Entire home/apt,124,4,243,2019-09-14,2.36,2,351,1,HUTB-000806
265491,Beach room amazing view in center,1392322,Kitty,Ciutat Vella,la Barceloneta,41.37722,2.18944,Private room,60,31,163,2018-10-07,1.83,1,56,0,
267816,Luxury Motor Yacht in Barcelona Port Olímpic near Casino,1404293,Sergio,Ciutat Vella,el Barri Gòtic,41.37781,2.18445,Entire home/apt,900,2,26,2019-02-20,0.37,2,361,2,Exempt
268017,Cozy Family Apartment in Eixample,1405013,Trove,Eixample,la Dreta de l'Eixample,41.39268,2.17214,Entire home/apt,205,1,12,2018-06-13,0.10,12,286,2,HUTB-004071
268022,Charming Deluxe Apartment in the Eixample,1405013,Trove,Eixample,la Dreta de l'Eixample,41.39269,2.17006,Entire home/apt,148,1,12,2017-09-15,0.21,12,280,3,HUTB-004072
269467,Sunny and quiet Loft next to Sagrada Familia,1411775,Jeremies,Eixample,la Sagrada Família,41.40181,2.1761,Entire home/apt,92,7,60,2020-02-26,1.40,2,124,6,HUTB-001129
271996,GR Apartment near Sagrada Familia,155686,Sonia,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40279,2.16612,Entire home/apt,51,31,13,2012-09-25,0.12,1,43,0,
272282,Exquisito apartamento con espacios abiertos y luz,1425070,Mar,Eixample,l'Antiga Esquerra de l'Eixample,41.38347,2.15802,Entire home/apt,329,3,314,2021-09-17,2.82,1,152,17,HUTB-003208
273229,Confortable and very well located,1429552,Marta,Eixample,Sant Antoni,41.37704,2.15782,Entire home/apt,60,10,145,2020-03-12,1.42,1,0,9,HUTB 004121
273932,Oriental Design apartment,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3895,2.15769,Entire home/apt,125,3,179,2021-09-11,1.56,35,32,4,HUTB-004184
275336,Noname - Charming 3BR+Terrace just off Gran Via,1435464,Jaume,Eixample,la Nova Esquerra de l'Eixample,41.38294,2.15728,Entire home/apt,155,3,101,2020-01-05,1.32,20,244,4,HUTB-012040
275346,Sunny terrace penthouse by Camp Nou Free Nespresso,1435464,Jaume,Sarrià-Sant Gervasi,Sarrià,41.39176,2.12506,Entire home/apt,322,3,45,2021-07-14,0.65,20,270,3,HUTB-012910
275350,"Parsifal-Front Row Seat on La Rambla, Blend of Character and Modernity",1435464,Jaume,Ciutat Vella,el Raval,41.3796,2.17352,Entire home/apt,139,32,50,2019-08-10,0.64,20,332,0,
275889,La Rambla Zen 1BR apt in Center,1435464,Jaume,Ciutat Vella,el Raval,41.38191,2.1714,Entire home/apt,100,32,9,2012-06-10,0.13,20,61,0,
276324,COMFORTABLE IN GRACE APARTMENT,1443815,Francisca,Gràcia,la Vila de Gràcia,41.40098,2.16085,Entire home/apt,144,5,63,2021-09-04,0.55,1,333,4,HUTB-780374
276527,Nice rustic apartament - Parc Güell,1444707,Jesus,Gràcia,el Coll,41.42042,2.148,Entire home/apt,90,2,411,2021-06-21,3.67,2,215,39,HUTB - 004405
278036,Big Sunny Room - Paseo de Gracia,1451449,Pedro,Eixample,la Dreta de l'Eixample,41.3902,2.16674,Private room,17,8,176,2020-01-23,1.72,8,0,0,Exempt
281978,Big Private Room - Paseo de Gracia,1451449,Pedro,Eixample,la Dreta de l'Eixample,41.39111,2.16677,Private room,55,5,128,2017-01-07,1.08,8,7,0,Exempt
281985,Medium Sise Room - Paseo de Gracia,1451449,Pedro,Eixample,la Dreta de l'Eixample,41.39282,2.16614,Private room,45,5,156,2019-10-11,1.38,8,87,0,Exempt
283231,FANTASTIC20m2TerraceVIEW-@800m BEACH/BORN/GOTIC,1475411,Francesco,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.39121,2.18665,Entire home/apt,123,1,244,2021-10-09,2.10,1,242,25,HUTB-005731
288034,pb5 APRIL BARCELONA QUIET & WITH TERRACE NICE FLAT,1447144,Acomodis Apartments,Eixample,la Nova Esquerra de l'Eixample,41.38791,2.15064,Entire home/apt,145,3,19,2019-10-31,0.17,128,363,0,
290592,Views SagradaFamilia + metro + WIFI + disinfected,1377744,Esther & Gemma,Sant Martí,el Camp de l'Arpa del Clot,41.41234,2.17754,Entire home/apt,199,3,234,2019-12-06,2.33,2,352,0,HUTB-014728
295200,Attic penthouse with private terrace,612665,Oscar,Gràcia,la Vila de Gràcia,41.40697,2.16106,Entire home/apt,79,3,172,2019-10-01,1.49,4,111,19,HUTB-012627
297066,City Center apartment near a sea & Sagrada Familia,1541784,Aga,Sants-Montjuïc,el Poble Sec,41.37383,2.16894,Entire home/apt,108,1,705,2021-07-23,6.17,1,355,60,HUTB-004770
308166,"ARTIST HOUSE IN DOWNTOWN, GAUDI, LIGHT SUN",1561612,Carlos,Eixample,la Dreta de l'Eixample,41.39253,2.15888,Entire home/apt,155,3,176,2019-11-16,2.24,1,25,0,HUTB-008740
315769,Sagrada Familia vintage apartment,1994100,Marcello,Eixample,la Sagrada Família,41.40577,2.17324,Entire home/apt,90,3,24,2020-02-04,0.52,3,206,2,HUTB-011450
320506,The Loft Barcelona,1642180,The Loft,Sants-Montjuïc,el Poble Sec,41.37186,2.16803,Entire home/apt,75,4,52,2018-07-17,0.60,1,189,0,hutb-004655
323854,Casa Sagrada Familia Bcn Doubleroom,1657312,Alberto,Eixample,la Sagrada Família,41.40658,2.17549,Private room,30,1,21,2014-06-02,0.19,1,40,0,
326464,Charm and quiet room,1669001,Isidro,Nou Barris,Can Peguera,41.43542,2.16466,Private room,60,1,33,2017-09-18,0.45,1,365,0,
327133,Cozy Double Room - Paseo de Gracia,1451449,Pedro,Eixample,la Dreta de l'Eixample,41.39309,2.16738,Private room,12,6,178,2017-05-24,1.54,8,0,0,Exempt
330723,SUNNY ROOM WITH BALCONY,1687383,Juanmi,Ciutat Vella,el Raval,41.37729,2.17225,Private room,30,14,52,2019-10-25,0.56,2,317,1,
330766,Urquinaona Charming and Centric,1687524,Virginia,Eixample,la Dreta de l'Eixample,41.39074,2.17306,Entire home/apt,92,2,172,2021-09-02,1.53,1,59,2,HUTB-003905
330957,Central 3 bedroom beautiful APT,893805,Phil And Fiona,Eixample,la Dreta de l'Eixample,41.39831,2.17174,Entire home/apt,134,2,430,2021-09-06,3.71,11,328,17,HUTB-010749
331026,Small basic room in a nice apt,440881,Lee,Eixample,Sant Antoni,41.3785,2.16132,Private room,20,4,191,2020-09-20,1.65,1,311,10,
335861,Modern Loft Near the Beach,127482361,Apkeys,Sant Martí,el Poblenou,41.40504,2.20384,Entire home/apt,40,2,91,2019-08-06,0.94,12,0,0,HUTB-007075
337755,SEALONA VILA OLIMPICA BEACH,1716315,Marc,Sant Martí,la Vila Olímpica del Poblenou,41.39169,2.1926,Entire home/apt,136,1,15,2020-11-07,0.17,11,33,9,HUTB-002887
342641,Apartment in villa with garden&pool,1738696,Estela,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42882,2.10123,Entire home/apt,87,2,81,2020-01-03,0.91,1,231,2,HUTB-007301
343861,1BD FLAT WITH WIFI & AC IN GRACIA,1744516,Silvia & Luís,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4019,2.16477,Entire home/apt,121,3,24,2020-06-03,0.32,19,210,1,HUTB-007447
343864,3 BD APT IN THE HEART OF GRACIA VIRREINA,1744516,Silvia & Luís,Gràcia,la Vila de Gràcia,41.40735,2.15885,Entire home/apt,400,3,16,2019-09-20,0.20,19,0,0,HUTB-009898
343866,COSY PRINCIPAL 3BD + 2 BATH IN GRACIA VIRREINA,1744516,Silvia & Luís,Gràcia,la Vila de Gràcia,41.40545,2.15719,Entire home/apt,400,3,34,2019-10-07,0.40,19,6,0,HUTB-008572
343972,Magic Fountain B&B WI-FI DOBLE ROOM,1744964,Patricia,Sants-Montjuïc,la Font de la Guatlla,41.37142,2.14938,Private room,30,2,7,2012-05-30,0.09,1,0,0,
345129,Charming apartment by  Barcelona sailing harbour,1238225,Lucia,Ciutat Vella,el Barri Gòtic,41.38471,2.17222,Private room,75,31,32,2013-06-05,0.31,1,88,0,
346018,Room in a flat with Barcelona best view!,1753990,Filippo,Sant Martí,el Parc i la Llacuna del Poblenou,41.39196,2.18784,Private room,70,120,17,2017-05-21,0.65,1,358,0,Exempt
351395,Garden House - 3BR Apt with amazing Terrrace,1435464,Jaume,Eixample,el Fort Pienc,41.39271,2.17974,Entire home/apt,162,3,37,2021-09-20,0.58,20,292,2,HUTB-009578
352772,Elegant Centric Attic WIFI Car Park,1786501,Fidel,Eixample,la Nova Esquerra de l'Eixample,41.38184,2.15119,Entire home/apt,124,2,117,2021-09-14,1.34,1,337,15,HUTB-005271
353640,Great Apartment in Heart of Born,1791076,Marta,Ciutat Vella,el Barri Gòtic,41.38109,2.17855,Entire home/apt,99,2,136,2021-09-05,1.72,1,281,6,HUTB-002534
357576,"Authentic Vintage Home  ""El Patio de Gracia""",1809535,Silvia,Gràcia,la Vila de Gràcia,41.40508,2.15491,Entire home/apt,183,1,240,2021-10-03,2.18,2,251,29,001176
357958,Private terrace and bathroom & WiFi,1809119,Katja,Eixample,la Nova Esquerra de l'Eixample,41.38515,2.15145,Private room,32,32,172,2021-09-04,1.86,1,175,9,
359814,APT. 4 P.. IN EIXAMPLE (BARCELONA),1819662,Mar,Eixample,l'Antiga Esquerra de l'Eixample,41.3872,2.15534,Entire home/apt,80,5,4,2015-08-19,0.05,1,300,0,HUTB-001409
359841,"BacRou, design loft near the sea",1820272,Rosa,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40502,2.20802,Entire home/apt,71,2,322,2019-12-12,3.41,4,306,2,HUTB-003912
363601,stylish flat in barcelona center,1837053,Ayal,Ciutat Vella,el Raval,41.37781,2.17345,Entire home/apt,60,32,26,2016-06-05,0.31,2,283,0,
364030,Beatiful Terrace in Bcn center  HUTB-OODIEZ94ZERO3,1839136,Mires,Eixample,Sant Antoni,41.3756,2.16127,Entire home/apt,96,3,294,2021-08-25,2.53,1,247,12,HUTB-001094
365911,"Low-priced,Super Reviewed Apartment",1260560,Ralph,Eixample,la Nova Esquerra de l'Eixample,41.37911,2.15356,Entire home/apt,98,1,85,2021-08-25,0.96,4,237,8,HUTB-004112
370665,"vig RIGHT IN EL BORN, OLD TOWN, HAPPY APARTMENT!!",1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38458,2.18118,Entire home/apt,160,28,0,,,128,365,0,
377161,Rustic apartment Parc Guell II,1444707,Jesus,Gràcia,el Coll,41.41895,2.14928,Entire home/apt,89,2,431,2021-09-28,3.74,2,191,48,HUTB - 004404
379868,INCREDIBLE VIEW front Sagrada Familia+PRIV.BALCONY,1906952,Khris,Eixample,la Sagrada Família,41.4055,2.17124,Private room,54,2,318,2021-07-16,3.44,2,99,6,Exempt
384063,nap2 HAPPY & QUIET 3 BEDROOM & 2 BATHROOMS FLAT!!,1447144,Acomodis Apartments,Eixample,la Dreta de l'Eixample,41.39606,2.17605,Entire home/apt,160,1,9,2019-08-18,0.10,128,365,0,HUTB-02-2012-0109
384155,Barcelona Center Beach Top Design,1751133,The Punset Family,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38333,2.18125,Entire home/apt,88,32,71,2019-12-02,0.69,1,342,1,
384464,Paseo de Gracia / Plaza Catalunya,674212,Juanmi,Eixample,la Dreta de l'Eixample,41.38855,2.16942,Entire home/apt,145,2,100,2021-09-26,0.87,8,0,7,HUTB-011183
385049,MIRADOR 3 Bedroom Apartment Port Vell,3775349,Mafe,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38214,2.1838,Entire home/apt,374,1,233,2021-07-12,2.03,4,343,18,HUTB-000828
393717,Cosy apartment near Las Ramblas,1968590,Manel,Ciutat Vella,el Raval,41.37888,2.16744,Entire home/apt,85,3,319,2020-03-13,3.29,1,181,0,HUTB-002975
399772,ROCAFORT bright & nice 3 stops to Cataluña square,1995385,Ana,Eixample,la Nova Esquerra de l'Eixample,41.38221,2.15062,Entire home/apt,84,2,31,2021-08-25,0.27,3,152,12,HUTB-001948
401481,Centric Apartment in Barcelona,2004002,Xabier,Eixample,la Dreta de l'Eixample,41.39186,2.1724,Private room,36,2,424,2021-09-28,3.71,2,0,29,
402657,"Central, Sunny & Charming + Wifi",1117598,Amanda,Eixample,Sant Antoni,41.37509,2.15825,Entire home/apt,81,3,245,2020-03-05,2.34,1,98,0,HUTB-011385
408599,Charming 3bedroom flat with balcony,2034854,Roger,Eixample,Sant Antoni,41.37597,2.15778,Entire home/apt,75,2,372,2021-06-27,3.48,1,305,27,HUTB-006818
412649,Cozy flat by the Magic Fountain,542867,Gabriela & Miguel,Sants-Montjuïc,la Font de la Guatlla,41.37112,2.14866,Entire home/apt,67,2,187,2021-08-03,1.62,2,311,11,HUTB-007048
414786,Centric Double Room-Paseo de Gracia,1451449,Pedro,Eixample,la Dreta de l'Eixample,41.39154,2.16766,Private room,42,7,165,2019-12-01,1.46,8,90,0,Exempt
417239,SUNNY APARTMENT WITH TERRACE IN GRACIA,2074943,Kris,Gràcia,la Vila de Gràcia,41.40413,2.15692,Entire home/apt,95,30,98,2021-09-04,0.97,1,317,3,
424137,Spacious apartment just by Las Ramblas,2108468,Pau,Ciutat Vella,el Raval,41.37949,2.17429,Entire home/apt,170,1,84,2020-09-07,0.94,7,313,35,HUTB-000945
425639,House with garden,2116153,Victor/Paula,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40725,2.14678,Entire home/apt,346,2,61,2019-10-16,0.97,1,321,7,HUTB-007016
